"","lat","lng"
"3157",38.406845,-7.460486
"3158",NA,NA
"3159",38.336304,-7.378217
"3160",38.334443,-7.369087
"3161",38.338962,-7.371327
"3162",38.332723,-7.381685
"3163",37.619124,-8.105371
"3164",NA,NA
"3165",38.871487,-7.994824
"3166",37.989921,-7.611495
"3167",NA,NA
"3168",38.233773,-7.497717
"3169",38.23065,-7.486665
"3170",NA,NA
"3171",NA,NA
"3172",38.737361,-7.962878
"3173",NA,NA
"3174",NA,NA
"3175",38.386702,-7.524767
"3176",38.393022,-7.527575
"3177",38.399316,-7.525233
"3178",NA,NA
"3179",38.40148,-7.412662
"3180",38.201854,-7.492628
"3181",38.434736,-8.070412
"3182",38.433151,-8.072452
"3183",38.070701,-7.975369
"3184",NA,NA
"3185",NA,NA
"3186",NA,NA
"3187",NA,NA
"3188",37.585438,-8.299517
"3189",NA,NA
"3190",NA,NA
"3191",38.263638,-7.426958
"3192",38.297022,-7.43578
"3193",38.301513,-7.433451
"3194",NA,NA
"3195",NA,NA
"3196",37.358201,-7.827308
"3197",38.043233,-8.462795
"3198",38.430396,-7.390867
"3199",38.345964,-7.340369
"3200",38.364865,-7.337874
"3201",38.358598,-7.343663
"3202",37.232784,-8.278779
"3203",NA,NA
"3204",NA,NA
"3205",38.019549,-7.623107
"3206",38.671115,-7.944914
"3207",38.669369,-7.951192
"3208",NA,NA
"3209",38.654399,-7.72587
"3210",38.654399,-7.72587
"3211",NA,NA
"3212",NA,NA
"3213",38.712245,-7.821545
"3214",38.45145,-7.755262
"3215",38.313036,-7.269838
"3216",38.107581,-8.086436
"3217",NA,NA
"3218",NA,NA
"3219",NA,NA
"3220",38.055839,-7.964497
"3221",38.837902,-7.548014
"3223",38.836303,-7.54342
"3224",38.838104,-7.543405
"3225",38.781787,-7.539841
"3226",NA,NA
"3227",NA,NA
"3228",NA,NA
"3229",NA,NA
"3230",NA,NA
"3231",NA,NA
"3232",NA,NA
"3233",NA,NA
"3234",NA,NA
"3235",38.33943,-7.30727
"3236",NA,NA
"3237",NA,NA
"3238",NA,NA
"3239",NA,NA
"3240",38.063858,-7.595452
"3241",38.327116,-7.350866
"3242",38.324467,-7.358899
"3243",38.338895,-7.361034
"3244",38.329796,-7.347406
"3245",38.330506,-7.345912
"3246",38.330719,-7.350827
"3247",38.328948,-7.355421
"3248",38.64375,-7.840196
"3249",38.73083,-8.071341
"3250",38.731242,-8.067212
"3251",37.731473,-8.741462
"3252",37.732391,-8.738066
"3253",38.127166,-7.40364
"3254",38.514321,-7.325915
"3255",NA,NA
"3256",NA,NA
"3257",NA,NA
"3258",NA,NA
"3259",38.417575,-7.446646
"3260",38.408831,-7.453312
"3261",38.55921,-8.111011
"3262",NA,NA
"3263",NA,NA
"3264",38.386246,-7.905078
"3265",38.394838,-7.908668
"3266",38.938797,-8.014878
"3267",38.605769,-7.265197
"3268",NA,NA
"3269",38.517954,-8.224723
"3270",38.753906,-8.291334
"3271",38.448542,-7.695996
"3272",38.183324,-7.497709
"3273",38.772078,-8.220527
"3274",38.448183,-7.443207
"3275",38.698891,-7.312351
"3276",38.644542,-8.167567
"3277",38.719957,-8.172617
"3278",38.347484,-7.630553
"3279",38.828142,-8.341996
"3280",NA,NA
"3281",38.413198,-7.430086
"3282",NA,NA
"3283",38.687561,-7.666596
"3284",38.917284,-7.576811
"3285",38.755825,-8.196221
"3286",38.517496,-8.194165
"3287",38.7764,-8.223305
"3288",38.760503,-8.191094
"3289",38.645446,-8.106551
"3290",38.827687,-8.344528
"3291",NA,NA
"3292",NA,NA
"3293",38.684028,-7.663792
"3294",38.753395,-8.193297
"3295",38.827775,-8.345565
"3296",NA,NA
"3297",NA,NA
"3298",38.356165,-7.384875
"3299",38.361642,-7.39626
"3300",38.359805,-7.390558
"3301",38.355301,-7.390604
"3302",38.351647,-7.382634
"3303",38.345326,-7.380411
"3304",38.347121,-7.379249
"3305",38.347121,-7.379249
"3306",38.34619,-7.374683
"3307",38.35336,-7.368888
"3308",38.350731,-7.380355
"3309",38.350753,-7.383787
"3310",38.34893,-7.380374
"3311",38.353244,-7.37056
"3312",38.354025,-7.372908
"3313",38.354898,-7.389602
"3314",38.350702,-7.37578
"3315",38.356129,-7.379155
"3316",38.35429,-7.373454
"3317",38.532912,-7.825736
"3318",NA,NA
"3319",38.054004,-8.235633
"3320",NA,NA
"3321",NA,NA
"3322",38.748392,-8.199861
"3323",38.184285,-7.003281
"3324",NA,NA
"3325",NA,NA
"3326",38.456609,-8.044203
"3327",38.727344,-7.774883
"3328",37.132337,-8.864582
"3329",37.197391,-8.465742
"3330",NA,NA
"3331",38.457631,-8.079248
"3332",38.449769,-8.086574
"3333",NA,NA
"3334",38.59371,-7.97714
"3335",38.59105,-7.981771
"3336",38.589248,-7.981798
"3337",38.591951,-7.981758
"3338",38.593689,-7.974844
"3339",NA,NA
"3340",38.797119,-7.232379
"3341",37.977232,-8.075978
"3342",NA,NA
"3343",NA,NA
"3344",38.709888,-8.098468
"3345",38.444095,-7.509509
"3346",38.438285,-7.571867
"3347",38.311696,-7.36067
"3348",38.43824,-7.562704
"3349",38.267829,-7.925696
"3350",38.435862,-7.57389
"3351",37.19173,-8.457157
"3352",38.529885,-8.098118
"3353",NA,NA
"3354",38.083202,-8.052519
"3355",38.249145,-7.371122
"3356",38.677125,-7.512275
"3357",NA,NA
"3358",38.210096,-7.517675
"3359",38.210924,-7.503966
"3360",38.363193,-7.357343
"3361",38.382928,-7.414928
"3362",38.381118,-7.413516
"3363",38.385658,-7.41948
"3364",38.38297,-7.421795
"3365",38.7012,-7.954951
"3366",38.382762,-7.424658
"3367",NA,NA
"3369",38.902559,-7.991306
"3370",38.891727,-7.973807
"3371",38.891727,-7.973231
"3372",38.894433,-7.976337
"3373",38.628977,-7.991006
"3374",38.631659,-7.988669
"3375",37.952112,-7.342
"3376",NA,NA
"3377",38.435299,-7.72078
"3378",38.72482,-7.272786
"3379",38.725834,-7.269784
"3380",NA,NA
"3381",NA,NA
"3382",38.230947,-7.385017
"3383",38.842101,-7.532142
"3384",38.089691,-8.469854
"3385",38.375406,-7.437318
"3386",38.28138,-7.3925
"3387",38.336032,-7.337046
"3388",38.333314,-7.334788
"3389",38.704909,-8.080215
"3390",38.87508,-8.116966
"3391",38.876881,-8.118233
"3392",NA,NA
"3393",38.877242,-8.118233
"3394",38.900854,-7.996151
"3395",38.534972,-7.949592
"3396",NA,NA
"3397",NA,NA
"3398",38.708868,-8.071337
"3399",38.707182,-8.069108
"3400",38.706024,-8.07642
"3401",38.703687,-8.069283
"3402",37.467656,-8.057916
"3403",38.758761,-7.97974
"3404",38.757497,-7.984908
"3405",37.731546,-8.761881
"3406",38.711664,-8.105952
"3407",38.557585,-8.022959
"3408",38.562539,-8.022378
"3409",38.555333,-8.023375
"3410",38.556093,-8.027
"3411",38.557192,-8.027285
"3412",38.635854,-7.70397
"3413",38.875621,-8.126184
"3414",NA,NA
"3415",38.731028,-7.271734
"3416",38.763731,-8.201532
"3417",37.195814,-8.452928
"3418",38.388438,-7.360507
"3419",38.717021,-8.096142
"3420",NA,NA
"3421",38.715354,-8.093223
"3422",38.71351,-8.101019
"3423",38.713489,-8.092155
"3424",38.715868,-8.096155
"3425",38.716966,-8.09313
"3426",38.398899,-7.411909
"3427",38.397314,-7.410494
"3428",38.400512,-7.417903
"3429",38.851106,-8.100267
"3430",NA,NA
"3431",38.726738,-8.08665
"3432",38.729728,-8.084808
"3433",38.728477,-8.087236
"3434",38.723812,-8.090872
"3435",38.735215,-7.627678
"3436",38.46766,-7.352789
"3437",38.445065,-7.576969
"3438",38.517132,-8.923108
"3439",38.803759,-7.565561
"3440",38.341896,-7.407899
"3441",38.339236,-7.414788
"3442",38.706646,-7.952259
"3443",38.653255,-7.6083
"3444",NA,NA
"3445",38.667431,-8.07282
"3446",38.711036,-8.084683
"3447",NA,NA
"3448",38.80938,-7.269641
"3449",38.628405,-7.281001
"3450",NA,NA
"3451",NA,NA
"3452",NA,NA
"3453",37.222311,-7.636201
"3454",NA,NA
"3455",38.749621,-7.22895
"3456",NA,NA
"3457",38.310174,-7.377344
"3458",38.429797,-7.403013
"3459",38.694617,-7.345733
"3460",38.74279,-8.310392
"3461",38.73789,-8.310345
"3462",38.744327,-8.318079
"3463",38.744813,-8.318483
"3464",38.743884,-8.31932
"3465",38.743982,-8.320056
"3466",38.744314,-8.320816
"3467",38.751356,-8.310884
"3468",38.740463,-8.306544
"3469",38.743964,-8.320056
"3470",38.738729,-8.309277
"3471",38.730452,-8.30223
"3472",38.73123,-8.305901
"3473",38.731453,-8.295401
"3474",38.74045,-8.314825
"3475",38.738665,-8.310002
"3476",38.742168,-8.310689
"3477",38.743581,-8.323092
"3478",38.738642,-8.329853
"3479",38.74054,-8.314941
"3480",38.739935,-8.315595
"3481",38.725188,-8.30423
"3482",38.378719,-7.549438
"3483",38.822602,-7.597653
"3484",38.788022,-7.525978
"3485",38.787133,-7.528288
"3486",38.788489,-7.529139
"3487",38.435156,-7.341686
"3488",38.253274,-7.355085
"3489",38.571484,-7.968433
"3490",38.571566,-7.969419
"3491",38.858544,-7.683443
"3492",38.163188,-7.74614
"3493",38.05996,-8.003594
"3494",38.715559,-7.961205
"3495",38.703246,-7.968167
"3496",NA,NA
"3497",38.63655,-7.835516
"3498",NA,NA
"3499",38.920882,-7.598876
"3500",38.859357,-7.94563
"3501",NA,NA
"3502",NA,NA
"3503",38.719228,-8.073122
"3504",38.281399,-7.385643
"3505",38.200108,-7.502918
"3506",38.776267,-8.231199
"3507",NA,NA
"3508",38.500611,-7.879751
"3509",38.669442,-7.728359
"3510",38.392878,-7.421698
"3511",38.393542,-7.419688
"3512",38.391737,-7.419134
"3513",38.393533,-7.418258
"3514",38.395382,-7.425966
"3515",38.311185,-7.431357
"3516",38.631349,-7.953631
"3517",38.629569,-7.955955
"3518",38.639006,-7.95352
"3519",38.639907,-7.953506
"3520",38.636754,-7.953549
"3521",38.625955,-7.954862
"3522",38.680812,-7.303364
"3523",NA,NA
"3524",NA,NA
"3525",38.551814,-8.017817
"3526",38.555519,-8.019738
"3527",38.556438,-8.019852
"3528",38.554644,-8.018971
"3529",NA,NA
"3530",38.2995,-7.435756
"3531",NA,NA
"3532",NA,NA
"3533",38.112459,-7.646738
"3534",38.114832,-7.651979
"3535",38.116595,-7.651181
"3536",38.390957,-7.431789
"3537",NA,NA
"3538",37.432662,-7.497087
"3539",38.311096,-7.380765
"3540",38.07875,-8.153562
"3541",38.508047,-8.934473
"3542",38.734468,-7.378648
"3544",NA,NA
"3545",38.540467,-8.020691
"3546",38.630721,-7.885853
"3547",38.731818,-7.256774
"3548",37.201327,-8.23854
"3549",38.609404,-7.696217
"3550",38.615584,-7.696409
"3551",38.646488,-7.772207
"3552",38.694246,-8.068763
"3553",38.365956,-7.366467
"3554",38.366908,-7.374467
"3555",NA,NA
"3556",38.017357,-7.713882
"3557",38.733151,-8.122367
"3558",38.731674,-8.130441
"3559",38.943144,-8.0414
"3560",NA,NA
"3561",38.79146,-7.537747
"3562",38.352577,-7.3872
"3563",38.345356,-7.384986
"3564",38.344953,-7.385448
"3565",38.791641,-7.529113
"3566",38.339914,-7.379323
"3567",38.340881,-7.389608
"3568",38.348973,-7.387237
"3569",38.243792,-7.422581
"3570",38.256347,-7.424972
"3571",NA,NA
"3572",38.317582,-7.409284
"3573",38.318199,-7.39407
"3574",38.790363,-7.589837
"3575",NA,NA
"3576",38.33782,-7.626834
"3577",38.705705,-7.967839
"3578",38.337368,-7.624435
"3579",38.592528,-7.895499
"3580",37.599801,-8.695545
"3581",NA,NA
"3582",NA,NA
"3583",NA,NA
"3584",NA,NA
"3585",38.624394,-7.755862
"3586",37.144688,-8.359516
"3587",37.142378,-8.356402
"3588",37.140268,-8.366953
"3589",38.505095,-7.870564
"3590",NA,NA
"3591",38.499682,-7.867145
"3592",38.757189,-7.990385
"3593",38.868386,-7.797798
"3594",38.78505,-8.230924
"3595",NA,NA
"3596",NA,NA
"3597",NA,NA
"3598",38.393245,-7.88293
"3599",NA,NA
"3600",38.404435,-7.875313
"3601",38.462902,-7.864094
"3602",38.229749,-7.486673
"3603",38.227922,-7.482121
"3604",38.229711,-7.479821
"3605",38.666202,-7.275958
"3606",37.294205,-8.561647
"3607",37.171514,-7.561095
"3608",38.388704,-7.359932
"3609",38.853035,-7.614705
"3610",38.920418,-7.595997
"3611",38.92231,-7.595983
"3612",38.750698,-7.953863
"3613",NA,NA
"3614",NA,NA
"3615",38.86331,-7.944721
"3616",38.63409,-7.967716
"3617",38.640421,-7.960396
"3618",38.922059,-7.956443
"3619",38.922508,-7.955866
"3620",38.632314,-7.960508
"3621",38.641311,-7.95866
"3622",38.924492,-7.95736
"3623",38.635017,-7.961041
"3624",38.921338,-7.95633
"3625",38.921248,-7.956445
"3626",38.763699,-8.210507
"3627",38.487241,-7.761047
"3628",38.48241,-7.76875
"3629",38.492599,-7.771759
"3630",38.48724,-7.760565
"3631",38.707432,-8.039113
"3632",38.485951,-7.760537
"3633",38.491706,-7.760164
"3634",38.486317,-7.765258
"3635",38.486812,-7.767673
"3636",38.486522,-7.773142
"3637",NA,NA
"3638",38.647497,-7.945355
"3639",38.647497,-7.945355
"3640",38.646596,-7.945368
"3641",38.684011,-7.659482
"3642",38.684671,-7.597497
"3643",NA,NA
"3644",NA,NA
"3645",38.852245,-8.148166
"3646",NA,NA
"3648",NA,NA
"3649",38.757766,-8.205266
"3650",38.184993,-7.559512
"3651",38.760164,-8.202127
"3652",38.185426,-7.559543
"3653",38.769258,-8.220753
"3654",38.540463,-8.01725
"3655",38.773338,-8.233439
"3656",38.597231,-8.034378
"3657",38.596331,-8.034379
"3658",38.67377,-8.002098
"3659",NA,NA
"3660",38.653026,-8.090362
"3661",38.66558,-8.065089
"3662",38.659296,-8.022322
"3663",38.680875,-8.080853
"3664",38.459744,-7.382089
"3665",38.91131,-7.565098
"3666",38.625192,-7.520474
"3667",NA,NA
"3668",38.416002,-7.447234
"3669",38.716613,-8.067559
"3670",38.413273,-7.44268
"3671",38.432952,-7.91296
"3672",NA,NA
"3673",38.371424,-7.666456
"3674",38.880068,-8.01728
"3675",NA,NA
"3676",38.757293,-8.128565
"3677",38.538593,-7.318763
"3678",38.153164,-8.574184
"3679",38.737731,-7.870292
"3680",38.533092,-7.305062
"3681",38.536703,-7.306168
"3682",38.40996,-7.864061
"3683",38.224998,-7.44332
"3684",38.888798,-7.646717
"3685",38.885436,-7.650485
"3686",38.592062,-8.047584
"3687",38.591364,-8.054507
"3688",38.942785,-8.043131
"3689",38.945844,-8.038398
"3690",38.944939,-8.032747
"3691",37.47142,-7.552715
"3692",38.610217,-7.701551
"3693",38.637502,-7.708864
"3694",38.756516,-8.215308
"3695",38.665253,-8.046924
"3696",38.61501,-7.756887
"3697",NA,NA
"3698",38.752312,-8.177858
"3699",37.278437,-8.313067
"3700",NA,NA
"3701",38.398079,-7.463429
"3702",38.720527,-8.02478
"3703",38.72519,-8.022014
"3704",38.725037,-8.021358
"3705",38.719475,-8.037177
"3706",38.610429,-8.060445
"3707",38.618606,-8.071666
"3708",38.895825,-8.010338
"3709",38.395869,-7.47089
"3710",38.384005,-7.483873
"3711",38.401571,-7.475646
"3712",38.576525,-8.050472
"3713",38.583112,-8.053219
"3714",38.402667,-7.478269
"3715",38.398302,-7.463141
"3716",NA,NA
"3717",38.395373,-7.462882
"3718",38.401969,-7.474269
"3719",38.394997,-7.476049
"3720",38.392996,-7.480645
"3721",38.388503,-7.482689
"3722",38.562089,-7.805671
"3723",NA,NA
"3724",38.556875,-7.812555
"3725",NA,NA
"3726",38.418943,-7.748435
"3727",NA,NA
"3728",NA,NA
"3729",NA,NA
"3730",37.169913,-8.660588
"3731",38.811072,-7.587953
"3732",NA,NA
"3733",NA,NA
"3734",NA,NA
"3735",37.933259,-7.592786
"3736",37.14421,-8.554045
"3737",37.39239,-8.111122
"3738",NA,NA
"3739",NA,NA
"3740",NA,NA
"3741",38.308062,-8.226846
"3743",38.771128,-8.112386
"3744",38.782129,-8.04149
"3745",38.373399,-7.904695
"3746",38.38362,-7.889658
"3747",37.355641,-7.872105
"3748",38.037216,-7.157925
"3749",38.527835,-8.001215
"3750",37.252918,-8.330995
"3751",37.202934,-8.471623
"3752",38.405723,-7.643099
"3753",38.423481,-8.404892
"3754",38.39314,-7.654481
"3755",38.802759,-7.700255
"3756",38.804322,-7.696792
"3757",38.467381,-7.393124
"3758",NA,NA
"3759",38.731765,-7.534217
"3760",38.632041,-7.930637
"3761",38.627998,-7.93128
"3762",38.629372,-7.934124
"3763",38.626713,-7.93876
"3764",38.630612,-7.922051
"3765",38.62891,-7.932989
"3766",38.632074,-7.934083
"3767",38.631195,-7.936393
"3768",38.630295,-7.936407
"3769",NA,NA
"3770",38.728504,-8.011486
"3771",NA,NA
"3772",38.36617,-7.665975
"3773",NA,NA
"3774",NA,NA
"3775",NA,NA
"3776",NA,NA
"3777",NA,NA
"3778",38.745208,-8.045908
"3779",38.871417,-7.484169
"3780",37.149625,-8.679898
"3781",38.436114,-9.149451
"3782",38.749592,-8.089282
"3783",38.748681,-8.086165
"3784",38.592035,-8.078231
"3785",38.398688,-7.4142
"3786",38.374282,-7.40071
"3787",38.385048,-7.393734
"3788",38.387127,-7.402011
"3789",38.383801,-7.410342
"3790",38.381433,-7.260901
"3791",NA,NA
"3792",38.669804,-7.97146
"3793",38.645794,-7.956869
"3794",38.644003,-7.958045
"3795",38.646232,-7.954559
"3796",38.645805,-7.958017
"3797",NA,NA
"3798",38.528728,-7.994333
"3799",38.529966,-7.998103
"3800",NA,NA
"3801",38.762426,-7.498007
"3802",NA,NA
"3803",NA,NA
"3804",37.373246,-7.76329
"3805",37.718963,-7.669088
"3806",38.625212,-8.02552
"3807",37.164525,-8.714479
"3808",37.370171,-8.11342
"3809",37.129849,-8.53821
"3810",38.281593,-7.399275
"3811",38.366967,-7.38362
"3812",38.367883,-7.385899
"3813",38.36704,-7.395061
"3814",NA,NA
"3815",NA,NA
"3816",NA,NA
"3817",NA,NA
"3818",38.082255,-7.993125
"3819",38.393035,-7.861171
"3820",38.445676,-7.438076
"3821",38.448395,-7.440914
"3822",38.447039,-7.440068
"3823",38.447277,-7.442356
"3824",38.445689,-7.440367
"3825",38.44479,-7.440662
"3826",38.445928,-7.442655
"3827",38.44616,-7.443799
"3828",38.446619,-7.445226
"3829",38.444773,-7.437798
"3830",NA,NA
"3831",NA,NA
"3832",NA,NA
"3833",NA,NA
"3834",38.943758,-7.507444
"3835",NA,NA
"3836",NA,NA
"3837",NA,NA
"3838",NA,NA
"3839",38.862712,-7.966268
"3840",NA,NA
"3841",NA,NA
"3842",NA,NA
"3843",38.545499,-8.0269
"3844",38.545004,-8.026924
"3845",NA,NA
"3846",38.891349,-8.04089
"3847",38.892699,-8.039159
"3848",38.80613,-7.95811
"3849",NA,NA
"3850",38.224272,-7.329128
"3851",38.500888,-7.337528
"3852",38.697088,-8.035276
"3853",NA,NA
"3854",NA,NA
"3855",38.631467,-7.916869
"3856",38.631918,-7.916856
"3857",38.628337,-7.91921
"3858",38.630138,-7.919182
"3859",38.413689,-7.364819
"3860",38.408292,-7.366021
"3861",38.418876,-7.359039
"3862",38.416392,-7.36479
"3863",38.561561,-7.936078
"3864",37.141134,-8.605238
"3865",NA,NA
"3866",37.09842,-8.726459
"3867",37.250266,-8.338349
"3868",38.436325,-7.539813
"3869",38.538667,-8.022988
"3870",38.53687,-8.027578
"3871",38.627808,-7.911173
"3873",NA,NA
"3874",NA,NA
"3875",38.575322,-8.005065
"3876",37.10204,-8.723113
"3877",38.668292,-8.050792
"3878",38.668616,-8.051045
"3879",38.671812,-8.04849
"3880",38.667166,-8.050931
"3881",38.517229,-8.240075
"3882",38.528606,-7.914057
"3883",38.528612,-7.917498
"3884",38.448397,-7.4412
"3885",38.760398,-8.184594
"3886",38.762757,-8.204879
"3887",38.919549,-7.56464
"3888",38.795727,-7.879656
"3889",38.47622,-7.850041
"3890",38.276476,-7.550257
"3891",38.403875,-7.990438
"3892",38.715631,-8.211386
"3893",38.662057,-8.000396
"3894",38.2728,-7.935395
"3895",38.396035,-7.37897
"3896",38.314157,-7.890919
"3897",38.682362,-7.618764
"3898",38.653039,-7.991797
"3899",38.698968,-7.783496
"3900",38.498266,-7.909862
"3901",NA,NA
"3902",38.503006,-7.910237
"3903",38.498821,-7.961422
"3904",38.418314,-7.789579
"3905",38.487077,-7.95126
"3906",38.697807,-7.832573
"3907",38.559492,-7.838369
"3908",38.491465,-7.822473
"3909",38.395406,-7.886528
"3910",38.395224,-7.885842
"3911",38.638574,-7.953923
"3912",38.488745,-7.747021
"3913",38.598046,-7.942625
"3914",NA,NA
"3915",37.732477,-8.756217
"3916",NA,NA
"3917",38.560179,-7.939202
"3918",38.635434,-7.956446
"3919",38.598075,-7.961003
"3920",38.558757,-7.945573
"3921",38.566611,-8.043599
"3922",38.778752,-7.477436
"3923",NA,NA
"3924",NA,NA
"3925",38.434053,-7.802309
"3926",38.521196,-8.23687
"3927",38.926053,-8.079477
"3928",NA,NA
"3929",38.888584,-7.98096
"3930",38.887221,-7.971743
"3931",38.886224,-7.967711
"3932",NA,NA
"3933",38.708842,-8.095583
"3934",38.666374,-7.884915
"3936",38.6264,-7.253465
"3937",38.62459,-7.252339
"3938",38.847719,-7.790546
"3939",38.836253,-7.787767
"3940",NA,NA
"3941",37.951517,-8.043287
"3942",NA,NA
"3943",NA,NA
"3944",37.245908,-8.361036
"3945",37.367494,-7.870055
"3946",38.445532,-7.475706
"3947",37.307756,-7.814765
"3948",38.100782,-7.737497
"3949",37.711641,-8.022515
"3950",38.296162,-7.442647
"3951",38.749361,-7.643511
"3952",NA,NA
"3953",37.791813,-8.256612
"3954",38.670564,-8.304019
"3955",38.669524,-8.22818
"3956",38.722392,-7.77577
"3957",NA,NA
"3958",38.816976,-7.467012
"3959",38.795091,-7.50002
"3960",38.780898,-7.760806
"3961",38.642265,-8.016674
"3962",38.575993,-8.111786
"3963",38.572633,-8.110066
"3964",38.576767,-8.108825
"3965",38.581822,-8.115009
"3966",NA,NA
"3967",38.54052,-8.132522
"3968",NA,NA
"3969",37.237924,-8.309082
"3970",38.764468,-8.31858
"3971",37.219688,-8.014783
"3972",37.217883,-8.012533
"3973",38.465888,-9.090404
"3974",38.85184,-8.137706
"3975",38.851696,-8.138213
"3976",38.854921,-8.141681
"3977",38.593506,-7.313552
"3978",38.593474,-7.308961
"3979",38.597994,-7.311205
"3980",38.437534,-7.435279
"3981",38.434326,-7.43523
"3982",38.435132,-7.442048
"3983",38.440227,-7.430683
"3984",38.43712,-7.438444
"3985",38.697039,-8.030724
"3986",38.69423,-8.032946
"3987",38.694906,-8.033049
"3988",38.694535,-8.031118
"3989",38.697894,-8.029504
"3990",38.697941,-8.032286
"3991",NA,NA
"3992",NA,NA
"3993",NA,NA
"3995",NA,NA
"3996",NA,NA
"3997",38.925766,-7.603337
"3998",38.921505,-7.597142
"3999",38.92213,-7.595984
"4000",38.651882,-7.288764
"4001",38.637379,-7.276301
"4002",38.710917,-8.063758
"4003",38.317988,-7.439296
"4004",NA,NA
"4005",NA,NA
"4006",38.686339,-7.968745
"4007",38.688259,-7.969994
"4008",38.697139,-7.961824
"4009",38.328384,-7.408033
"4010",38.928486,-8.082358
"4011",NA,NA
"4012",38.778623,-7.689756
"4013",38.775715,-7.694953
"4014",NA,NA
"4015",38.526309,-8.058843
"4016",NA,NA
"4017",NA,NA
"4018",NA,NA
"4019",38.774676,-7.558887
"4020",38.751857,-8.059819
"4021",37.458791,-8.189577
"4022",38.883645,-7.864282
"4023",38.524052,-8.89853
"4024",38.632986,-8.281248
"4025",NA,NA
"4026",NA,NA
"4027",38.680111,-8.040011
"4028",38.678305,-8.034554
"4029",38.323194,-7.593475
"4030",NA,NA
"4031",38.600759,-8.01092
"4032",NA,NA
"4033",37.752436,-7.623899
"4034",NA,NA
"4035",38.814198,-7.536406
"4036",38.815118,-7.540141
"4037",38.187811,-7.502853
"4038",38.186349,-7.500651
"4039",38.187355,-7.49514
"4040",38.191662,-7.495274
"4041",38.183984,-7.506538
"4042",38.756648,-7.715489
"4043",NA,NA
"4044",NA,NA
"4045",38.757766,-7.713182
"4046",37.634713,-8.685952
"4047",NA,NA
"4048",NA,NA
"4049",NA,NA
"4050",NA,NA
"4051",NA,NA
"4052",38.383196,-7.500602
"4053",38.85218,-7.614999
"4054",NA,NA
"4055",38.705774,-7.267439
"4056",NA,NA
"4057",NA,NA
"4058",38.427154,-7.357519
"4059",38.431675,-7.360047
"4060",38.429888,-7.362357
"4061",38.393282,-7.413968
"4062",38.388804,-7.418304
"4063",NA,NA
"4064",NA,NA
"4065",38.877777,-7.982251
"4066",38.889935,-7.980957
"4067",NA,NA
"4068",38.885889,-7.986152
"4069",38.398406,-7.369559
"4070",38.399292,-7.36726
"4071",38.402895,-7.367222
"4072",38.396545,-7.360421
"4073",38.401153,-7.376399
"4074",38.741863,-8.068169
"4075",38.74409,-8.072227
"4076",38.742721,-8.072366
"4077",38.466051,-7.93966
"4078",NA,NA
"4079",NA,NA
"4080",NA,NA
"4081",NA,NA
"4082",38.776581,-7.492128
"4083",38.766692,-8.220278
"4084",38.575384,-7.881785
