"","lat","lng"
"2152",38.855883,-7.947909
"2153",38.509824,-8.00698
"2154",38.445583,-7.422613
"2155",38.433608,-7.416145
"2156",38.435161,-7.412407
"2157",38.428236,-7.421638
"2158",38.427335,-7.421647
"2159",38.44037,-7.417224
"2160",38.441741,-7.42036
"2161",38.441723,-7.417497
"2162",38.439944,-7.421237
"2163",38.447864,-7.427459
"2164",38.44194,-7.416063
"2165",38.441465,-7.412059
"2166",38.43904,-7.420673
"2167",38.434923,-7.422133
"2168",38.447407,-7.426318
"2169",38.44992,-7.432308
"2170",38.445912,-7.402851
"2171",38.443534,-7.418911
"2172",38.514508,-8.00641
"2173",38.4428,-7.409468
"2174",38.515688,-8.00634
"2175",38.446697,-7.420598
"2176",38.434478,-7.411269
"2177",38.755629,-8.290038
"2178",38.753009,-8.288514
"2179",38.754946,-8.288345
"2180",38.753198,-8.289009
"2181",38.747283,-8.293401
"2182",38.747058,-8.293217
"2183",38.752664,-8.296922
"2184",NA,NA
"2185",38.43807,-7.446739
"2186",38.443889,-7.44067
"2187",38.609877,-7.757246
"2188",38.44029,-7.441277
"2189",38.439604,-7.439566
"2190",38.439822,-7.438418
"2191",38.443422,-7.437811
"2192",38.442525,-7.438393
"2193",38.443713,-7.448976
"2194",38.442133,-7.448419
"2195",38.443671,-7.441818
"2196",38.440352,-7.451872
"2197",38.443494,-7.450124
"2198",38.442375,-7.45128
"2199",38.442538,-7.440683
"2200",38.442757,-7.439536
"2201",38.441179,-7.439264
"2202",38.440283,-7.440132
"2203",38.439836,-7.440709
"2204",NA,NA
"2205",38.842922,-8.116397
"2206",38.969289,-8.077714
"2207",38.588505,-7.739418
"2208",37.169034,-8.499688
"2209",38.819322,-8.14231
"2210",38.825266,-8.14611
"2211",38.826797,-8.149796
"2212",38.819322,-8.139776
"2213",38.822744,-8.143462
"2214",38.826887,-8.149911
"2215",38.81761,-8.134365
"2216",NA,NA
"2217",NA,NA
"2218",38.828689,-8.150833
"2219",37.692153,-8.33241
"2220",38.717044,-7.979162
"2221",38.329569,-7.314244
"2222",NA,NA
"2223",38.804088,-7.759246
"2224",38.802752,-7.764146
"2225",38.79014,-7.500639
"2226",38.787616,-7.49203
"2227",37.952896,-7.434583
"2228",38.499787,-7.91873
"2229",38.500696,-7.923312
"2230",38.683047,-8.001208
"2231",38.682596,-8.000335
"2232",37.246707,-8.23405
"2233",NA,NA
"2234",38.869761,-8.097955
"2235",38.870841,-8.096226
"2236",38.871563,-8.097954
"2237",38.867961,-8.10314
"2238",38.867328,-8.093923
"2239",38.866156,-8.092195
"2240",38.874714,-8.093573
"2241",NA,NA
"2242",37.082536,-8.830364
"2243",38.473375,-7.796194
"2244",37.140091,-8.325219
"2245",38.519784,-8.070029
"2246",38.536,-8.071162
"2247",38.530588,-8.059698
"2248",38.527886,-8.059701
"2249",38.530136,-8.057405
"2250",38.528886,-8.060056
"2251",38.823477,-7.592177
"2252",38.822814,-7.594773
"2253",38.855533,-8.12538
"2254",38.854606,-8.126831
"2255",38.8542,-8.125495
"2256",38.853741,-8.128225
"2257",38.8522,-8.119735
"2258",38.415521,-7.369379
"2259",NA,NA
"2260",NA,NA
"2261",NA,NA
"2262",NA,NA
"2263",38.270817,-7.422318
"2264",NA,NA
"2265",38.942277,-8.11003
"2266",38.861729,-8.111784
"2267",38.759988,-8.194833
"2268",38.73915,-8.065296
"2269",37.363179,-8.214994
"2270",38.489286,-7.353702
"2271",38.480931,-7.776997
"2272",38.715792,-7.831233
"2273",NA,NA
"2274",NA,NA
"2275",NA,NA
"2276",NA,NA
"2277",38.83468,-7.53422
"2278",38.883129,-7.637248
"2279",NA,NA
"2280",38.447735,-7.336966
"2281",38.442338,-7.338171
"2282",38.440529,-7.337045
"2283",37.244311,-8.315927
"2284",38.481436,-8.97681
"2285",38.680131,-7.949798
"2286",NA,NA
"2288",38.715158,-8.300964
"2289",38.460818,-7.537779
"2290",NA,NA
"2291",38.56778,-7.372361
"2292",38.549855,-8.911628
"2293",38.754476,-7.676388
"2294",37.111732,-8.416042
"2295",38.426937,-7.468889
"2296",38.510755,-8.225963
"2297",NA,NA
"2298",37.03678,-8.941216
"2299",NA,NA
"2300",38.766499,-8.212086
"2301",38.709303,-7.766925
"2302",NA,NA
"2303",38.428271,-7.870647
"2304",38.437301,-7.872516
"2305",38.442931,-7.872427
"2306",38.444945,-7.870679
"2307",38.421526,-7.871897
"2308",38.420176,-7.872497
"2309",38.672928,-8.075642
"2310",NA,NA
"2311",NA,NA
"2312",38.655589,-8.079676
"2313",38.659973,-7.843289
"2314",37.252354,-8.29932
"2315",38.74812,-7.884057
"2316",37.686229,-8.368899
"2317",38.73189,-8.147116
"2318",38.834455,-8.133559
"2319",38.833951,-8.130058
"2320",38.740114,-7.831177
"2321",NA,NA
"2322",38.433304,-8.072394
"2323",NA,NA
"2324",38.911343,-8.036598
"2325",NA,NA
"2326",38.913244,-8.048356
"2327",38.918388,-8.063455
"2328",38.908477,-8.060352
"2329",38.926949,-8.069789
"2330",38.48583,-8.132499
"2331",38.486109,-8.131112
"2332",NA,NA
"2333",38.659487,-7.976205
"2334",38.498513,-7.966019
"2335",38.502571,-7.320314
"2336",38.505258,-7.317991
"2337",NA,NA
"2338",38.894513,-7.667714
"2339",37.069374,-8.917949
"2340",38.897681,-7.980249
"2341",38.863783,-7.959468
"2342",38.862348,-7.963504
"2343",38.860096,-7.964085
"2344",NA,NA
"2345",38.50668,-8.24946
"2346",38.773199,-8.227651
"2347",38.772287,-7.606314
"2348",38.776702,-7.606627
"2349",38.775395,-7.616417
"2350",38.761208,-7.606395
"2351",38.76632,-7.601525
"2352",NA,NA
"2353",38.6215,-7.983821
"2354",38.62168,-7.98359
"2355",38.624821,-7.988017
"2356",38.61997,-7.991701
"2357",38.60958,-7.988977
"2358",38.533986,-7.901425
"2359",38.406214,-7.872994
"2360",38.745436,-8.062725
"2361",38.755562,-8.064176
"2362",38.552292,-8.063646
"2363",38.552478,-8.058128
"2364",38.552724,-8.062808
"2365",38.552054,-8.057405
"2366",38.550782,-8.069349
"2367",38.56752,-8.056219
"2368",38.563009,-8.045898
"2369",38.159913,-6.974118
"2370",38.626725,-7.940482
"2371",38.628528,-7.952547
"2372",38.292606,-7.384293
"2373",38.279589,-7.355193
"2374",38.292984,-7.366092
"2375",38.548381,-7.301446
"2376",38.551075,-7.300268
"2377",38.837968,-8.122732
"2378",38.140555,-8.069692
"2379",38.627608,-7.456194
"2380",38.683281,-7.80096
"2381",38.684859,-7.80124
"2382",38.688473,-7.805246
"2383",38.690432,-7.803479
"2384",38.355408,-7.407764
"2385",NA,NA
"2386",NA,NA
"2387",NA,NA
"2388",38.324612,-7.94246
"2389",38.298912,-7.927323
"2390",38.670208,-8.048067
"2391",37.361961,-7.945704
"2392",38.909605,-8.008931
"2393",37.705363,-8.206232
"2394",37.222022,-8.24027
"2395",37.302145,-7.805822
"2396",NA,NA
"2397",37.308876,-7.829594
"2398",37.700823,-8.01516
"2399",37.326724,-7.891634
"2400",37.248451,-8.324153
"2401",37.377116,-7.861836
"2402",NA,NA
"2403",37.278292,-7.869801
"2404",37.458291,-8.130273
"2405",37.356416,-7.872351
"2406",37.235901,-8.009123
"2407",NA,NA
"2408",NA,NA
"2409",38.655004,-8.081515
"2410",38.656717,-8.085994
"2411",37.258467,-8.331788
"2412",37.063059,-8.919008
"2413",NA,NA
"2414",37.572965,-7.944805
"2415",NA,NA
"2416",38.660093,-8.080535
"2417",NA,NA
"2418",38.210704,-7.464006
"2419",38.208869,-7.458314
"2420",NA,NA
"2421",NA,NA
"2422",37.06714,-8.928607
"2423",NA,NA
"2424",38.535684,-8.290222
"2425",37.690861,-8.286137
"2426",NA,NA
"2427",38.758501,-8.068671
"2428",NA,NA
"2429",NA,NA
"2430",38.501874,-8.225057
"2431",38.459423,-7.565402
"2432",38.642584,-7.927495
"2433",38.74015,-8.083789
"2434",38.404744,-7.447626
"2435",38.641059,-7.931083
"2436",38.405034,-7.458786
"2437",38.385801,-7.734795
"2438",NA,NA
"2439",38.404277,-7.444769
"2440",38.392575,-7.44631
"2441",38.739815,-8.080995
"2442",38.737919,-8.092037
"2443",38.39343,-7.438576
"2444",38.639652,-7.924781
"2445",38.396117,-7.435975
"2446",38.739199,-8.094556
"2447",38.638911,-7.933845
"2448",38.403411,-7.450787
"2449",38.388039,-7.440917
"2450",38.388945,-7.441766
"2451",38.712743,-7.289165
"2452",38.697693,-7.270984
"2453",38.699512,-7.273262
"2454",38.401036,-7.6852
"2455",37.353311,-8.827219
"2456",38.411845,-9.195171
"2457",38.184018,-7.492784
"2458",NA,NA
"2459",38.892315,-7.918423
"2460",38.88847,-7.909502
"2461",NA,NA
"2462",NA,NA
"2463",NA,NA
"2464",NA,NA
"2465",NA,NA
"2466",38.88084,-7.923931
"2467",38.886231,-7.916712
"2468",38.890066,-7.920446
"2469",38.45668,-7.327703
"2470",38.452255,-7.339208
"2471",38.449576,-7.342674
"2472",38.750381,-8.04826
"2473",38.748815,-8.051368
"2474",38.752384,-8.053825
"2475",38.78747,-7.59734
"2476",38.525777,-7.854435
"2478",38.685043,-7.620204
"2479",NA,NA
"2480",38.431705,-7.436778
"2481",38.431261,-7.437928
"2482",38.429917,-7.439086
"2483",38.758041,-8.21172
"2484",38.73726,-7.861093
"2485",38.735459,-7.861674
"2486",38.432017,-7.41387
"2487",38.43472,-7.413843
"2488",38.432017,-7.41387
"2489",38.939208,-8.088002
"2490",NA,NA
"2491",38.473896,-7.532057
"2492",38.476637,-7.539769
"2493",38.773134,-7.479502
"2494",37.249392,-8.243634
"2495",37.373542,-7.855413
"2496",38.641626,-7.85215
"2497",38.449627,-7.697215
"2498",38.451433,-7.69835
"2499",38.499986,-7.969455
"2500",37.238604,-8.323576
"2501",38.26465,-7.622394
"2502",NA,NA
"2503",NA,NA
"2504",38.743492,-7.642182
"2505",NA,NA
"2506",38.789583,-7.616603
"2507",38.790718,-7.637508
"2508",38.648587,-8.045795
"2509",38.501757,-8.212482
"2510",NA,NA
"2511",38.375365,-7.510271
"2512",NA,NA
"2513",38.714624,-8.07216
"2514",38.614482,-7.351202
"2515",38.438331,-7.789416
"2516",NA,NA
"2517",NA,NA
"2518",NA,NA
"2519",NA,NA
"2520",38.578312,-8.032108
"2521",NA,NA
"2522",38.58916,-8.099811
"2523",38.589251,-8.100477
"2524",38.589575,-8.098743
"2525",38.843186,-7.672079
"2526",38.092381,-7.605571
"2527",38.515831,-8.19195
"2528",37.110413,-8.401974
"2529",NA,NA
"2530",38.931469,-8.12099
"2531",38.557497,-8.061163
"2532",38.645813,-8.288051
"2533",38.631839,-7.908818
"2534",38.62684,-7.904297
"2535",38.86434,-7.970988
"2536",38.864613,-7.972946
"2537",38.868314,-7.978929
"2538",NA,NA
"2539",38.378071,-7.51082
"2540",38.377631,-7.512826
"2541",37.233961,-8.335859
"2542",38.379186,-7.508808
"2543",37.234009,-8.33942
"2544",38.631715,-7.755111
"2545",37.378901,-7.854208
"2546",NA,NA
"2547",NA,NA
"2548",NA,NA
"2549",NA,NA
"2550",NA,NA
"2551",NA,NA
"2552",38.876554,-7.626922
"2553",NA,NA
"2554",38.846591,-7.74117
"2555",NA,NA
"2556",NA,NA
"2557",38.367244,-7.428242
"2558",38.363536,-7.411115
"2559",38.361742,-7.412277
"2560",38.360656,-7.418867
"2561",38.366453,-7.422574
"2562",38.372628,-7.424757
"2563",38.370778,-7.416765
"2564",38.367189,-7.419089
"2565",38.365584,-7.414528
"2566",38.367892,-7.423659
"2567",38.367312,-7.439684
"2568",38.367278,-7.433963
"2569",NA,NA
"2570",NA,NA
"2571",38.671387,-7.963379
"2572",38.671387,-7.963379
"2573",38.672114,-7.96132
"2574",38.424698,-7.360694
"2575",38.425383,-7.362118
"2576",38.424275,-7.364993
"2577",38.420291,-7.375627
"2578",38.41915,-7.373349
"2579",38.418936,-7.375069
"2580",38.353768,-7.434379
"2581",38.355989,-7.429209
"2582",38.356011,-7.432927
"2583",38.173943,-7.010721
"2584",38.173777,-7.010313
"2585",38.796566,-7.442454
"2586",NA,NA
"2587",NA,NA
"2588",NA,NA
"2589",38.78518,-7.631458
"2590",38.937381,-8.043714
"2591",38.938823,-8.04452
"2592",38.938462,-8.04429
"2593",38.938644,-8.046596
"2594",38.937288,-8.040254
"2595",38.086373,-8.621826
"2597",38.582079,-7.975868
"2598",NA,NA
"2599",NA,NA
"2600",38.553867,-7.935778
"2601",37.234104,-8.014761
"2602",38.578906,-7.938303
"2603",38.76531,-8.135928
"2604",NA,NA
"2605",38.260997,-7.437267
"2606",38.2574,-7.438444
"2607",38.526836,-7.312015
"2608",38.518713,-7.309814
"2609",38.517828,-7.312117
"2610",NA,NA
"2611",NA,NA
"2612",38.712974,-8.297337
"2613",38.38211,-7.50821
"2614",38.383011,-7.508203
"2615",38.380761,-7.508508
"2616",38.381432,-7.507644
"2617",38.381225,-7.511079
"2618",NA,NA
"2619",NA,NA
"2620",NA,NA
"2621",38.267001,-7.388076
"2622",38.763467,-8.097143
"2623",38.36814,-7.5069
"2624",38.519728,-7.820586
"2625",38.65115,-8.002185
"2626",38.832464,-8.180811
"2627",38.237493,-7.850396
"2628",NA,NA
"2629",38.896565,-7.903713
"2630",38.783542,-7.53062
"2631",38.788049,-7.531157
"2632",38.788068,-7.534898
"2633",38.786256,-7.532899
"2634",NA,NA
"2635",38.380387,-7.523103
"2636",38.378342,-7.519687
"2637",38.376768,-7.519986
"2638",38.379922,-7.520246
"2639",NA,NA
"2640",38.445001,-7.477314
"2641",38.541483,-8.918787
"2642",38.715318,-8.02265
"2643",37.382118,-8.079973
"2644",37.575874,-8.259785
"2645",37.577366,-8.263466
"2646",38.899627,-8.029352
"2647",38.891147,-8.016686
"2648",37.966065,-7.837532
"2649",37.067098,-8.850461
"2650",38.065376,-7.409666
"2651",38.900112,-7.979207
"2652",NA,NA
"2653",38.94372,-7.987764
"2654",38.726142,-8.038744
"2655",37.307172,-8.587664
"2656",38.687326,-8.051207
"2657",38.690049,-8.042515
"2658",NA,NA
"2659",37.931702,-7.540691
"2660",38.929414,-8.114244
"2661",38.689393,-7.812138
"2662",NA,NA
"2663",38.177255,-7.052724
"2664",38.650684,-8.092316
"2665",38.344683,-7.421597
"2666",38.349996,-7.406674
"2667",38.352755,-7.415798
"2668",38.713156,-7.968972
"2669",38.656021,-7.991768
"2670",38.660064,-7.990565
"2671",38.658273,-7.991741
"2672",38.660127,-7.998607
"2673",38.656922,-7.992329
"2674",38.806274,-7.573311
"2675",NA,NA
"2676",37.471189,-8.014627
"2677",38.41973,-7.393667
"2678",38.898996,-8.029929
"2679",NA,NA
"2680",38.911305,-7.700751
"2681",38.916522,-7.711096
"2682",38.777743,-7.587919
"2683",38.783365,-7.636788
"2684",38.677852,-7.267775
"2685",38.677878,-7.271222
"2686",38.702551,-8.019508
"2687",38.586446,-8.071119
"2688",NA,NA
"2689",38.882938,-8.004713
"2690",38.50959,-8.266089
"2691",NA,NA
"2692",38.55378,-8.085831
"2693",NA,NA
"2694",37.709598,-8.351395
"2695",NA,NA
"2696",38.400476,-7.411893
"2697",38.403199,-7.4153
"2698",38.412136,-7.403763
"2699",38.409512,-7.416383
"2700",38.40771,-7.416401
"2701",38.404556,-7.416146
"2702",38.095475,-7.646087
"2703",NA,NA
"2704",37.707899,-8.344019
"2705",38.428221,-7.348632
"2706",38.857965,-8.142315
"2707",38.419462,-7.423155
"2708",38.412354,-7.402616
"2709",37.324135,-7.881827
"2710",38.800358,-7.560695
"2711",38.637586,-8.003967
"2712",NA,NA
"2713",38.720998,-8.050836
"2714",38.721891,-8.051916
"2715",38.725149,-8.061514
"2716",NA,NA
"2717",38.94024,-8.017298
"2718",38.944193,-8.007372
"2719",38.944285,-8.008525
"2720",38.940783,-8.019488
"2721",NA,NA
"2722",NA,NA
"2723",NA,NA
"2724",NA,NA
"2725",37.32198,-7.749777
"2726",NA,NA
"2727",38.89448,-7.659357
"2728",38.755023,-7.551923
"2729",38.753613,-7.547344
"2730",38.747925,-8.052726
"2731",38.815095,-7.931319
"2732",38.811043,-7.932194
"2733",NA,NA
"2734",38.4548,-7.508386
"2735",NA,NA
"2736",NA,NA
"2737",37.969851,-7.890049
"2738",37.969752,-7.890083
"2739",38.464214,-7.515214
"2740",NA,NA
"2741",NA,NA
"2742",NA,NA
"2743",38.012356,-7.40348
"2744",38.758234,-7.606187
"2745",38.471902,-7.53511
"2746",38.471331,-7.534335
"2747",38.47049,-7.533666
"2748",38.461488,-7.514172
"2749",38.47745,-7.522573
"2750",38.023682,-7.157546
"2751",38.749336,-7.965254
"2752",38.697625,-8.089646
"2753",NA,NA
"2754",NA,NA
"2755",NA,NA
"2756",NA,NA
"2757",NA,NA
"2758",38.785819,-7.631304
"2759",38.904443,-7.984731
"2760",NA,NA
"2761",NA,NA
"2762",38.766658,-7.57736
"2763",NA,NA
"2764",38.76223,-7.593502
"2765",NA,NA
"2766",NA,NA
"2767",NA,NA
"2768",38.786816,-8.267295
"2769",NA,NA
"2770",38.190983,-8.110263
"2771",38.572537,-8.688907
"2772",38.573583,-8.686861
"2773",38.566735,-8.679683
"2774",NA,NA
"2775",NA,NA
"2776",38.422287,-7.443739
"2777",38.52152,-7.9932
"2778",NA,NA
"2779",38.465744,-8.436251
"2780",38.389237,-7.49327
"2781",38.390623,-7.484925
"2782",38.393417,-7.483503
"2783",38.384651,-7.494912
"2784",38.380785,-7.496205
"2785",37.513291,-7.778991
"2786",37.512756,-7.781052
"2787",NA,NA
"2788",NA,NA
"2789",38.416778,-7.855998
"2790",NA,NA
"2791",NA,NA
"2792",38.79019,-7.642438
"2793",NA,NA
"2794",38.398079,-7.463429
"2795",NA,NA
"2796",38.40174,-7.473698
"2797",NA,NA
"2798",NA,NA
"2799",NA,NA
"2800",NA,NA
"2801",38.66469,-7.631644
"2802",38.394613,-7.425435
"2803",38.40581,-7.416488
"2804",38.39499,-7.394663
"2805",37.832285,-8.311432
"2806",38.036262,-7.290978
"2807",NA,NA
"2808",NA,NA
"2809",NA,NA
"2810",NA,NA
"2811",NA,NA
"2812",NA,NA
"2813",38.75601,-7.977157
"2814",NA,NA
"2815",38.057614,-7.587465
"2816",NA,NA
"2817",NA,NA
"2818",NA,NA
"2819",38.748661,-7.535514
"2820",NA,NA
"2821",38.43647,-7.442745
"2822",38.434888,-7.441902
"2823",38.155309,-7.926014
"2824",38.431896,-7.554737
"2825",38.764272,-7.97875
"2826",37.972738,-8.07902
"2827",38.156447,-6.977151
"2828",38.73721,-7.977416
"2829",38.068675,-7.998063
"2830",38.737784,-7.968352
"2831",NA,NA
"2832",NA,NA
"2833",38.682581,-8.233656
"2834",38.681008,-8.229919
"2835",38.71365,-8.042267
"2836",38.387013,-7.867282
"2837",38.385924,-7.87159
"2838",38.387131,-7.879872
"2839",38.387381,-7.883019
"2840",38.386028,-7.882176
"2841",38.385589,-7.88362
"2842",38.387179,-7.885308
"2843",38.385936,-7.87302
"2844",NA,NA
"2845",NA,NA
"2846",38.552732,-7.941264
"2847",38.721494,-7.776637
"2848",38.721646,-7.965411
"2849",38.723407,-7.962555
"2850",37.060575,-8.885253
"2851",38.830244,-7.463721
"2852",38.600789,-8.014364
"2853",38.602662,-8.022948
"2854",38.603492,-8.014325
"2855",NA,NA
"2856",NA,NA
"2857",37.090917,-8.845287
"2858",37.474646,-7.671392
"2859",38.256213,-7.99028
"2860",37.067392,-8.917928
"2861",37.067572,-8.91793
"2862",38.715097,-8.279808
"2863",38.712845,-8.279918
"2864",37.982412,-7.541877
"2865",38.656046,-8.166125
"2866",38.273194,-7.619077
"2867",37.172798,-8.282256
"2868",37.256931,-8.318155
"2869",37.258778,-8.317878
"2870",38.686419,-8.012764
"2871",37.298164,-8.284737
"2872",NA,NA
"2873",NA,NA
"2874",NA,NA
"2875",38.410523,-7.434692
"2876",NA,NA
"2877",NA,NA
"2878",38.415955,-7.439219
"2879",38.639535,-7.998715
"2880",38.421904,-7.614133
"2881",38.597897,-7.746484
"2882",NA,NA
"2883",38.704851,-7.665127
"2884",38.742041,-7.234106
"2885",NA,NA
"2886",NA,NA
"2887",37.060525,-8.893123
"2888",38.732184,-8.048155
"2889",37.960259,-7.627067
"2890",38.054006,-8.232215
"2891",NA,NA
"2892",38.760457,-7.710002
"2893",38.400588,-7.525612
"2894",38.577646,-7.288635
"2895",38.573117,-7.290122
"2896",38.369094,-7.705159
"2897",38.423016,-7.415105
"2898",38.889791,-8.011501
"2899",38.8915,-8.009193
"2900",38.893295,-8.00285
"2901",38.606551,-8.002794
"2902",38.604771,-8.006264
"2903",38.800519,-7.971075
"2904",37.502056,-7.535176
"2905",NA,NA
"2906",NA,NA
"2907",38.97684,-7.503599
"2908",38.770725,-8.309552
"2909",38.023306,-7.914564
"2910",38.758,-8.281438
"2911",38.758082,-8.280391
"2912",38.550716,-8.028418
"2913",38.547778,-8.027103
"2914",38.546842,-8.027082
"2915",38.551427,-8.027213
"2916",38.550729,-8.032915
"2917",38.548756,-8.022548
"2918",38.553218,-8.025524
"2919",38.549872,-8.02094
"2920",38.552654,-8.029758
"2921",38.552022,-8.028072
"2922",38.549823,-8.026286
"2923",NA,NA
"2925",NA,NA
"2926",NA,NA
"2927",NA,NA
"2928",NA,NA
"2929",NA,NA
"2930",38.640716,-7.471401
"2931",37.091211,-8.726403
"2933",38.331015,-7.39657
"2934",38.352269,-7.367412
"2935",38.346461,-7.360953
"2936",38.347343,-7.358084
"2937",38.344272,-7.356847
"2938",38.346495,-7.352488
"2939",38.347118,-7.351337
"2940",38.345743,-7.347806
"2941",38.343138,-7.348864
"2942",38.324623,-7.355238
"2943",38.332452,-7.367735
"2944",38.331536,-7.365343
"2945",38.330443,-7.391544
"2946",38.329102,-7.378978
"2947",38.347244,-7.398694
"2948",38.346365,-7.402135
"2949",38.334683,-7.406827
"2950",38.327505,-7.411473
"2951",NA,NA
"2952",38.407635,-7.880133
"2953",38.410515,-7.874936
"2954",38.929207,-8.082357
"2955",38.925153,-8.081207
"2956",38.926232,-8.077516
"2957",38.608962,-7.698424
"2958",38.580598,-8.134576
"2959",38.607609,-7.69787
"2960",NA,NA
"2961",NA,NA
"2962",NA,NA
"2963",38.585868,-8.133199
"2964",38.177274,-7.447193
"2965",38.474568,-7.30917
"2966",38.473667,-7.30918
"2967",NA,NA
"2968",38.422616,-7.352472
"2969",38.420806,-7.351117
"2970",38.40415,-7.387243
"2971",38.3909,-7.393102
"2972",38.394481,-7.389632
"2973",38.388639,-7.391695
"2974",38.398751,-7.388157
"2975",38.393853,-7.397079
"2976",38.394056,-7.393642
"2977",38.396194,-7.394159
"2978",38.401217,-7.386415
"2979",38.393815,-7.39107
"2980",NA,NA
"2981",38.762499,-8.179245
"2982",38.514666,-8.224099
"2983",38.751654,-8.291847
"2984",38.453514,-7.698234
"2985",38.183835,-7.492329
"2986",38.704008,-8.081135
"2987",38.508886,-8.190832
"2988",38.771026,-8.218385
"2989",38.776036,-7.791095
"2990",38.709692,-7.311078
"2991",38.735069,-8.181907
"2992",38.347207,-7.631081
"2993",38.826792,-8.341531
"2994",38.413205,-7.431231
"2995",38.391888,-7.445973
"2996",NA,NA
"2997",NA,NA
"2998",38.596382,-7.724798
"2999",38.724888,-8.238753
"3000",38.914977,-7.572828
"3001",NA,NA
"3002",38.706189,-7.664119
"3003",38.758663,-8.19528
"3004",38.889438,-8.018763
"3005",38.855157,-8.089874
"3006",38.640685,-7.464418
"3007",38.737265,-7.573562
"3008",NA,NA
"3009",37.171476,-7.553213
"3010",NA,NA
"3011",37.622423,-8.730603
"3012",38.247695,-7.490056
"3013",38.24773,-7.489987
"3014",38.234196,-7.476355
"3015",38.23984,-7.478874
"3016",38.053779,-7.794375
"3017",38.399224,-7.356959
"3018",38.401183,-7.352118
"3019",37.318083,-8.762591
"3020",NA,NA
"3021",NA,NA
"3022",NA,NA
"3023",NA,NA
"3024",NA,NA
"3025",38.587027,-7.97098
"3026",NA,NA
"3027",38.898583,-8.054564
"3028",38.896853,-8.054024
"3029",38.901719,-8.055517
"3030",38.820618,-7.515051
"3031",38.335414,-7.753371
"3032",38.385395,-7.413187
"3033",38.390291,-7.403696
"3034",38.384487,-7.412052
"3035",38.395959,-7.409935
"3036",38.388526,-7.409723
"3037",38.393915,-7.407094
"3038",38.389195,-7.408571
"3039",38.390771,-7.408556
"3040",38.392796,-7.408249
"3041",38.392551,-7.405104
"3042",38.390078,-7.405701
"3043",38.597817,-7.843826
"3044",38.277932,-7.407392
"3045",38.276095,-7.401696
"3046",38.276124,-7.406267
"3047",38.158041,-8.70871
"3048",NA,NA
"3049",NA,NA
"3050",38.462272,-7.382979
"3051",38.880973,-7.950034
"3052",38.650131,-8.29277
"3053",38.937272,-8.021224
"3054",NA,NA
"3055",38.395409,-7.518856
"3056",38.890271,-7.963092
"3057",38.902108,-7.990154
"3058",38.902648,-7.989922
"3059",38.634614,-7.567033
"3060",37.071521,-8.863997
"3061",37.136343,-8.872498
"3062",38.21827,-7.874907
"3063",38.450677,-7.430868
"3064",38.76007,-8.193705
"3065",38.508972,-8.066828
"3066",38.365545,-7.840369
"3067",38.814685,-8.251516
"3068",38.470448,-7.39378
"3069",38.63357,-8.281823
"3070",38.517049,-8.239731
"3071",38.41897,-7.396034
"3072",37.240674,-8.3509
"3073",NA,NA
"3074",38.440852,-7.544357
"3075",38.505102,-8.251177
"3076",37.069582,-8.885904
"3077",37.061476,-8.885262
"3078",37.399109,-7.686311
"3079",38.628766,-7.967452
"3080",38.630556,-7.965703
"3081",37.144354,-8.511274
"3082",38.80529,-7.656264
"3083",38.664976,-7.985328
"3084",38.667626,-7.979543
"3085",NA,NA
"3086",38.057778,-8.010058
"3087",38.050587,-7.992867
"3088",38.635561,-7.274025
"3089",38.630148,-7.272942
"3090",38.626469,-7.262651
"3091",38.626486,-7.264947
"3092",38.629676,-8.020863
"3093",38.628754,-8.01743
"3094",38.608872,-7.971218
"3095",38.606299,-7.97352
"3096",37.37556,-7.815608
"3097",38.74401,-7.957387
"3098",38.529489,-7.305104
"3099",38.531145,-7.303594
"3100",38.531299,-7.30623
"3101",38.525903,-7.307438
"3102",38.478098,-7.298816
"3103",38.474072,-7.306459
"3104",38.480548,-7.300048
"3105",38.477254,-7.306847
"3106",38.472726,-7.303461
"3107",38.475445,-7.305722
"3108",38.749487,-7.211697
"3109",38.447759,-7.340403
"3110",38.442315,-7.334735
"3111",38.361592,-7.388252
"3112",38.362536,-7.395107
"3113",38.357959,-7.383713
"3114",38.359783,-7.387126
"3115",38.360676,-7.385973
"3116",38.362514,-7.391675
"3117",38.542108,-7.306106
"3118",38.543917,-7.307232
"3119",38.155365,-7.543577
"3120",38.157615,-7.542988
"3121",38.399373,-7.379852
"3122",38.461113,-7.317342
"3123",38.559214,-7.304763
"3124",38.325869,-7.300562
"3125",38.962823,-8.109678
"3126",38.962481,-8.109632
"3127",38.508519,-7.941198
"3128",NA,NA
"3129",37.444179,-8.156716
"3130",38.796393,-7.579144
"3131",38.797281,-7.576547
"3132",38.244961,-7.468262
"3133",38.237735,-7.464901
"3134",38.246762,-7.468245
"3135",38.242245,-7.466002
"3136",38.243127,-7.462567
"3137",38.251135,-7.445358
"3138",NA,NA
"3139",38.390829,-7.53904
"3140",38.401126,-7.526935
"3141",38.543638,-7.92281
"3142",38.380603,-7.742949
"3143",38.382613,-7.743373
"3144",38.226996,-7.477562
"3145",38.225156,-7.470726
"3146",38.229673,-7.472969
"3147",NA,NA
"3148",37.197191,-8.446582
"3149",38.753969,-7.513417
"3150",38.745884,-7.211744
"3152",38.748568,-7.209409
"3153",38.743227,-7.217529
"3154",37.20637,-8.593535
"3155",38.666609,-8.053816
"3156",38.405916,-7.455629
