Katalognr / Literatur,Fundort,Kreis,Land,Schwertart,Typ,Variante,Fundumstände (Statistik),Amt / Kreis,Datie-rung,Steinkreis/-kranz,Stein-kiste,Stein-packung,Stein-setzung,Stein-rahmen,Megalith-grab,Baum-sarg,Holz-sarg,Körper-bestattung,Brand-bestattung,Doppel-bestattung,Fibel,Nadel,Gold-nadel,Wetz-stein,Feuer-schlag-stein,Schwefel-kies,Flint-dolch,Vollgriff-schwert,Vollgriff-dolch,Achtkant-schwert,Griff-platten-schwert,Griffplatten-dolch,Griffzungen-schwert,Griffzungen-dolch,Griffangel-schwert,Griffangel-dolch,Krumm-schwert,Klingen-fragment,Dolchklingen-fragment,Schwertklingen-fragment,Knauf,Ortband,Holz-scheide,Leder-scheide,Doppel-knopf,Lanzen-spitze,Flintpfeil-spitze,"""Sonnen-scheibe""",Blech-hülse,Gürtel-platte,Gürtel-haken,Gürtel-dose,Buckel,Tutulus,Anhänger,Glas-perle,Bern-stein-perle,Anderes Bernstein-objekt,Spiral-ring,Ring,Gold-spiral-ring,Gold-ring,Hals-kragen,Hals-ring,Armring,Spiral-arm-ring,Armberge,Armband,Goldarm-band,Goldarm-ring,Gold-spiral-armring,Finger-ring,Spiral-finger-ring,Gold-finger-ring,Goldspiral-fingerring,Fußring,Fußberge,Spiral-röllchen,Gold-spiral-röllchen,Rasier-messer,Pinzette,Pfriem,Messer,Vollgriff-messer,Rahmen-griff-messer,Sichel,Rand-leisten-beil,Absatz-beil,nordisches Absatzbeil,Tüllen-beil,Hohl-beil,Axt,Schaft-röhren-axt,Stein-axt,Tüllen-meißel,Hohl-meißel,Tüllen-hammer,Bronze-rohmaterial,Bronze-gefäß,Ton-gefäß,Sonstiges
K23,Złotoryja (Goldberg),woj. Dolnośląskie (Niederschlesien),Polen,Sonstiges Vollgriffschwert,Valsømagle nahestehend,Variante A2a nahestehend,,woj. Dolnośląskie,Per. I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K24,Bø,"Hå kommune, Rogaland fylke",Norwegen,Nordischer Vollgriffdolch (Per. II) (?),"H, SF / Typ Øster-Jølby",,Grabhügel,Rogaland fylke,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K25,Hodne,"Klepp kommune, Rogaland fylke",Norwegen,Nordisches Vollgriffschwert (Per. II),G1,,Grabhügel,Rogaland fylke,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K26,Pollestad,"Klepp kommune, Rogaland fylke",Norwegen,Nordischer Vollgriffdolch (Per. II) (?),unbekannt,,unbekannt,Rogaland fylke,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K27,Vik,"Klepp kommune, Rogaland fylke",Norwegen,Nordisches Vollgriffschwert (Per. II),M4,,Grabhügel,Rogaland fylke,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K28,Barkåkra,"Ängelholms kommun, Skåne län",Schweden,Nordisches Vollgriffschwert (Per. II),D3,,Hortfund Land,Skåne län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K29,Berg,"Växjö kommun, Kronobergs län",Schweden,Nordisches Vollgriffschwert (Per. II),M1,,Grabhügel,Kronobergs län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K30,Björnekulla,"Åstorps kommun, Skåne län",Schweden,Nordisches Vollgriffschwert (Per. II),E1,,unbekannt,Skåne län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K31,Flädie,"Lomma kommun, Skåne län",Schweden,Nordisches Vollgriffschwert (Per. II),SF,,unbekannt,Skåne län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K32,Glemminge,"Ystads kommun, Skåne län",Schweden,Nordisches Vollgriffschwert (Per. II),SF,,Einzelfund Moor,Skåne län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K33,Grevie,"Båstads kommun, Skåne län",Schweden,Nordisches Vollgriffschwert (Per. II),"L, SF",,Grabhügel,Skåne län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K34,Zwischen Helsingborg und Landskrona,Skåne län,Schweden,Nordisches Vollgriffschwert (Per. II),I,,unbekannt,Skåne län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K35,Hindby,"Malmö kommun, Skåne län",Schweden,Nordisches Vollgriffschwert (Per. II),E2,,Grabhügel,Skåne län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K36,Järrestad,"Simrishamns kommun, Skåne län",Schweden,Nordisches Vollgriffschwert (Per. II),M1,,Grabhügel,Skåne län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K37,Kockenhus,"Höganäs kommun, Skåne län",Schweden,Scheibengriffschwert (Per. II),D2,,unbekannt,Skåne län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K38,Lackalänga,"Kävlinge kommun, Skåne län",Schweden,Nordisches Vollgriffschwert (Per. II),E2,,Grabhügel,Skåne län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K39,Ljungarum,"Jönköping kommun, Jönköpings län",Schweden,Scheibengriffschwert (Per. II),D2,,unbekannt,Jönköpings län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K40,Löddeköpinge,"Kävlinge kommun, Skåne län",Schweden,Nordischer Vollgriffdolch (Per. II),K3,,Grabhügel,Skåne län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K41,Umgebung von Malmö,Skåne län,Schweden,Scheibengriffschwert (Per. II),D2,,unbekannt,Skåne län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K42,Norra Lundby,"Skara kommun, Västra Götalands län",Schweden,Nordisches Vollgriffschwert (Per. II),"B, SF",,unbekannt,Västra Götalands län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K43,Nättraby,"Karlskrona kommun, Blekinge län",Schweden,Nordisches Vollgriffschwert (Per. II),unbekannt,,Grabhügel,Blekinge län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K44,Sandby,"Mörbylånga kommun, Kalmar län",Schweden,Scheibengriffschwert (Per. II),D2,,unbekannt,Kalmar län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K45,Segerstad,"Falköpings kommun, Västra Götalands län",Schweden,Nordisches Vollgriffschwert (Per. II),L7,,Einzelfund Moor,Västra Götalands län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K45,Sankt Ibb,"Landskrona kommun, Skåne län",Schweden,Nordisches Vollgriffschwert (Per. II),"L3, SF",,Grabhügel,Skåne län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K47,Simtuna,"Enköpings kommun, Uppsala län",Schweden,Nordischer Vollgriffdolch (Per. II),E2,,Grabhügel o. Flachgrab,Uppsala län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K48,Sissebäck,"Bromölla kommun, Skåne län",Schweden,Nordischer Vollgriffdolch (Per. II),SF,,unbekannt,Skåne län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K49,Skatelöv,"Alvesta kommun, Kronobergs län",Schweden,Nordisches Vollgriffschwert (Per. II) (?),K3,,Grabhügel,Kronobergs län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K50,Skatelöv,"Alvesta kommun, Kronobergs län",Schweden,Rahmengriffschwert,,,Grabhügel,Kronobergs län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K51,Solberga,"Mörbylånga kommun, Kalmar län",Schweden,Nordisches Vollgriffschwert (Per. II),K2,,Grabhügel,Kalmar län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K52,Söndrum,"Halmstads kommun, Hallands län",Schweden,Nordisches Vollgriffschwert (Per. II),E2,,Grabhügel,Hallands län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K53,Tygelsjö,"Malmö kommun, Skåne län",Schweden,Nordisches Vollgriffschwert (Per. II),B1,,Grabhügel o. Flachgrab,Skåne län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K54,Viderup,"Eslövs kommun, Skåne län",Schweden,Nordisches Vollgriffschwert (Per. II),B3,,unbekannt,Skåne län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K55,Västra Karup,"Båstads kommun, Skåne län",Schweden,Nordisches Vollgriffschwert (Per. II) (?),unbekannt,,Grabhügel o. Flachgrab,Skåne län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K56,Fundort unbekannt,Skåne län,Schweden,Griffangelschwert mit massivem Heft und Knauf (Per. II),,,unbekannt,Skåne län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K57,Fundort unbekannt,Skåne län,Schweden,Griffangelschwert mit massivem Heft und Knauf (Per. II),,,unbekannt,Skåne län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K58,Fundort unbekannt,Skåne län,Schweden,Griffangelschwert mit massivem Heft und Knauf (Per. II),,,unbekannt,Skåne län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K59,Fundort unbekannt,Skåne län,Schweden,Nordisches Vollgriffschwert (Per. II),D3,,unbekannt,Skåne län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K60,Fundort unbekannt,Skåne län,Schweden,Nordisches Vollgriffschwert (Per. II),E2,,unbekannt,Skåne län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K61,Fundort unbekannt,Skåne län,Schweden,Nordischer Vollgriffdolch (Per. II),SF,,unbekannt,Skåne län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K62,Fundort unbekannt,Skåne län,Schweden,Nordisches Vollgriffschwert (Per. II),unbekannt,,unbekannt,Skåne län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K63,Fundort unbekannt,,,Nordisches Vollgriffschwert (Per. II) (?),unbekannt,,unbekannt,,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K64,Fundort unbekannt,Skåne län,Schweden,Rahmengriffschwert,,,unbekannt,Skåne län,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K65,Dragsfjärd,"Gemeinde Kimitoön, Varsinais-Suomi",Finnland,Nordischer Vollgriffdolch (Per. II),B1,,Grabhügel,Varsinais-Suomi,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K66,Sund,Åland,Finnland,Scheibengriffschwert (Per. II),D2,,Grabhügel,Åland,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K67,Alt Sammit,"Gem. Krakow am See, Lkr. Güstrow",Deutschland,Nordisches Vollgriffschwert (Per. II),A1,,Grabhügel,Landkreis Güstrow,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K68,Alt Tellin,Lkr. Demmin,Deutschland,Nordisches Vollgriffschwert (Per. II),L1,,Einzelfund Wasser,Landkreis Demmin,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K69,Apensen,Lkr. Stade,Deutschland,Nordischer Vollgriffdolch (Per. II),B1,,Grabhügel,Landkreis Stade,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K70,Apensen,Lkr. Stade,Deutschland,Nordisches Vollgriffschwert (Per. II) (?),"K3, SF",,Grabhügel,Landkreis Stade,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K71,Bechelsdorf,"Gem. Niendorf, Lkr. Nordwestmecklenburg",Deutschland,Nordisches Vollgriffschwert (Per. II),L3,,Grabhügel,Landkreis Nordwestmecklenburg,Per. II,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K72,Bedburg,"Kr. Düren, Nordrhein-Westfalen",Deutschland,Nordisches Vollgriffschwert (Per. II),E2,,Einzelfund Land,Kreis Düren,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K73,Berlin-Spandau,,Deutschland,Nordischer Vollgriffdolch (Per. II),?,,Hortfund Wasser,Stadt Berlin,Per. II,,,,,,,,,,,,,,,,,,,,,,1,4,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,1
K74,Bobbin,"Gem. Glowe, Lkr. Rügen",Deutschland,Nordisches Vollgriffschwert (Per. II) (?),M1,,unbekannt,Landkreis Rügen,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K75,Boldevitz,"Gem. Parchtitz, Lkr. Rügen",Deutschland,Nordisches Vollgriffschwert (Per. II) (?),H,,Grabhügel,Landkreis Rügen,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K76,Umgebung von Brüsewitz,Lkr. Nordwestmecklenburg,Deutschland,Nordisches Vollgriffschwert (Per. II) (?),E2,,unbekannt,Landkreis Nordwestmecklenburg,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K77,Damsdorf,"Gem. Kloster Lehnin, Lkr. Potsdam-Mittelmark",Deutschland,Nordischer Vollgriffdolch (Per. II),SF,,Einzelfund Moor,Landkreis Potsdam-Mittelmark,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K78,Demzin,"Gem. Faulenrost, Lkr. Demmin",Deutschland,Nordischer Vollgriffdolch (Per. II),E2,,Grabhügel,Landkreis Demmin,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
K79,Estorf,Lkr. Stade,Deutschland,Nordisches Vollgriffschwert (Per. II) (?),E1,,Grabhügel,Landkreis Stade,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K80,Genzkow,Lkr. Mecklenburg-Strelitz,Deutschland,Nordisches Vollgriffschwert (Per. II),K1,,Grabhügel,Landkreis Mecklenburg-Strelitz,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K81,Hammah,Lkr. Stade,Deutschland,Nordischer Vollgriffdolch (Per. II),A1,,,Landkreis Stade,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K82,Harsefeld,Lkr. Stade,Deutschland,Nordisches Vollgriffschwert (Per. II),E2,,unbekannt,Landkreis Stade,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K83,Havemark,"Gem. Schlagenthin, Lkr. Jerichower Land",Deutschland,Nordisches Vollgriffschwert (Per. II),L3,,Grabhügel,Landkreis Jerichower Land,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K84,Heerstedt,Lkr. Cuxhaven,Deutschland,Nordisches Vollgriffschwert (Per. II),L4,,Grabhügel,Landkreis Cuxhaven,Per. II,,1,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1
K85,Klein Wolde,"Ot. von Wittenburg, Lkr. Ludwigslust",Deutschland,Nordischer Vollgriffdolch (Per. II),"K, SF",,Grabhügel,Landkreis Ludwigslust,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K86,Lehsen,Lkr. Ludwigslust,Deutschland,Nordisches Vollgriffschwert (Per. II),L1,,Grabhügel,Landkreis Ludwigslust,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K87,Loxstedt,Lkr. Cuxhaven,Deutschland,Nordischer Vollgriffdolch (Per. II),E2,,unbekannt,Landkreis Cuxhaven,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K88,Nipmerow,"Gem. Lohme, Lkr. Rügen",Deutschland,Nordisches Vollgriffschwert (Per. II),B1,,Grabhügel,Landkreis Rügen,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
K89,Nordholz,Lkr. Cuxhaven,Deutschland,Nordischer Vollgriffdolch (Per. II),B4,,Grabhügel,Landkreis Cuxhaven,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K90,Quedlinburg,Lkr. Harz,Deutschland,Nordischer Vollgriffdolch (Per. II),G,,Einzelfund Land,Landkreis Harz,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K91,Retzow,Lkr. Parchim,Deutschland,Nordisches Vollgriffschwert (Per. II),L8,,unbekannt,Landkreis Parchim,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K92,Scharbow,"Ot. von Hagenow, Lkr. Ludwigslust",Deutschland,Nordisches Vollgriffschwert (Per. II),G1,,Einzelfund Land,Landkreis Ludwigslust,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K93,Schulenberg,Lkr. Nordvorpommern,Deutschland,Nordisches Vollgriffschwert (Per. II),B3,,Grabhügel,Landkreis Nordvorpommern,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
K94,Schwaan,Lkr. Bad Doberan,Deutschland,Nordisches Vollgriffschwert (Per. II),E2,,Grabhügel,Landkreis Bad Doberan,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K95,Ostseebad Sellin,Lkr. Rügen,Deutschland,Nordisches Vollgriffschwert (Per. II),L5,,Grabhügel,Landkreis Rügen,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1
K96,Silmenitz,"Gem. Groß Schoritz, Lkr. Rügen",Deutschland,Nordisches Vollgriffschwert (Per. II),M2,,Einzelfund Land,Landkreis Rügen,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K97,Umgebung von Stade,Lkr. Stade,Deutschland,Nordisches Vollgriffschwert (Per. II),A1,,unbekannt,Landkreis Stade,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K98,Umgebung von Stade,Lkr. Stade,Deutschland,Nordisches Vollgriffschwert (Per. II),M4,,unbekannt,Landkreis Stade,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K99,Umgebung von Stade,Lkr. Stade,Deutschland,Nordisches Vollgriffschwert (Per. II),,,unbekannt,Landkreis Stade,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
